,Date of Sale,Product,Product Category,Quantity,Total Price,Total Profit,Payment Type,Customer Age Category,Customer Location,Customer ID,Customer Gender
916,2024-07-07,Lyle & Scott Oxford Shirt,Men → Shirts,3,€170.10,€52.92,Debit Card,35-44,Monaghan,16731,Male
917,2024-07-07,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,18-24,Dublin,3375,Male
918,2024-07-07,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,€43.00,€21.93,Debit Card,35-44,Leitrim,5406,Female
919,2024-07-08,Light Grey Straight Fit Jeans,Men → Jeans,2,€52.20,€17.40,Credit Card,25-34,Louth,17647,Female
920,2024-07-08,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Debit Card,35-44,Dublin,12591,Male
921,2024-07-08,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€41.40,€13.80,Debit Card,25-34,Cork,5037,Female
922,2024-07-08,White Short Sleeve Oxford Shirt,Men → Shirts,1,€ 53.00,€20.14,Credit Card,25-34,Dublin,10769,Male
923,2024-07-08,Red Wing Iron Ranger Boot,Men → Shoes,1,€87.00,€39.15,Credit Card,25-34,Dublin,6169,Male
924,2024-07-08,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€26.10,€8.12,Credit Card,18-24,Cork,11881,Male
925,2024-07-08,Navy Linen Blend Dress,Women → Dresses,1,€30.00,€15.00,Debit Card,35-44,Meath,19200,Female
926,2024-07-08,Double Wall Mug,Homeware → Design,1,€12.50,€5.00,Credit Card,35-44,Dublin,5598,Female
927,08 Jul 2024,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,CC,18-24,Dublin,9478,Female
928,2024-07-08,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,€48.00,€19.20,Credit Card,25-34,Louth,1331,Male
929,09 Jul 2024,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Cork,4881,Female
930,2024-07-09,Camp Stool,Homeware → Design,6,€ 99.00,€39.60,Credit Card,35-44,Kerry,7444,Male
931,2024-07-09,Rose Gold Two Tier Drainer,Homeware → Design,1,€31.00,€12.40,CC,55-64,Limerick,6470,Female
932,2024-07-09,Light Grey Straight Fit Jeans,Men → Jeans,2,€ 58.00,€23.20,Debit Card,25-34,Tipperary,9741,Male
933,2024-07-09,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Credit Card,25-34,Tipperary,14206,Male
934,2024-07-09,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Credit Card,18-24,Sligo,1541,Male
935,2024-07-09,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,25-34,Wexford,3891,Male
936,2024-07-09,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,3,€55.50,€28.30,Credit Card,18-24,Dublin,8697,Female
937,2024-07-10,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€ 136.00,€47.60,Debit Card,55-64,Meath,15025,Prefer not to say
938,2024-07-10,Rose Print Prom Dress,Children → Girls Wear,2,€74.00,€37.74,Credit Card,35-44,Kildare,8322,Female
939,2024-07-10,White Short Sleeve Geo Print Shirt,Men → Shirts,1,€24.30,€7.56,Debit Card,45-54,Westmeath,17772,Male
940,2024-07-10,Grey Marl Panda Face Crew,Children → Boys Wear,2,€20.70,€9.43,Credit Card,35-44,Wexford,3803,Female
941,2024-07-10,White Tie and Shirt Set,Men → Shirts,1,€35.00,€13.30,Debit Card,55-64,Dublin,12612,Female
942,2024-07-11,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Debit Card,25-34,Dublin,6227,Male
943,2024-07-11,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Debit Card,25-34,Cavan,11619,Female
944,11 Jul 2024,White Short Sleeve Oxford Shirt,Men → Shirts,1,€53.00,€20.14,Debit Card,18-24,Wexford,3994,Male
945,2024-07-11,Black Single Cuff Shirt,Men → Shirts,1,€42.00,€15.96,Credit Card,35-44,Kildare,4261,Male
946,2024-07-11,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€ 136.00,€47.60,Debit Card,25-34,Limerick,4884,Female
947,2024-07-11,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,3,€58.05,€26.45,PayPal,35-44,Galway,16878,Female
948,2024-07-11,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,45-54,Longford,10941,Female
949,2024-07-12,Fancy Ballerina Shoes,Men → Shoes,3,€129.00,€58.05,PayPal,35-44,Dublin,1856,Male
950,2024-07-12,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,18-24,Dublin,17987,Female
951,2024-07-12,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Voucher,18-24,Mayo,13094,Female
952,12 Jul 2024,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,25-34,Galway,8034,Male
953,2024-07-12,Chevron Pattern Towering Heels,Men → Shoes,1,€57.00,€25.65,Credit Card,25-34,Waterford,3922,Male
954,2024-07-12,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,2,€82.80,€27.60,Debit Card,35-44,Dublin,6341,Male
955,2024-07-12,White Tie and Shirt Set,Men → Shirts,5,€175.00,€66.50,Debit Card,55-64,Mayo,3986,Male
956,2024-07-12,White Short Sleeve Oxford Shirt,Men → Shirts,1,€53.00,€20.14,Debit Card,45-54,Dublin,5356,Female
957,2024-07-13,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Debit Card,25-34,Clare,15275,Female
958,2024-07-13,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,PayPal,25-34,Dublin,4608,Male
959,2024-07-13,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,-1,€ 33.00,€13.20,Debit Card,25-34,Clare,13416,Male
960,2024-07-14,Lyle & Scott Oxford Shirt,Men → Shirts,1,€ 63.00,€23.94,Credit Card,25-34,Clare,13431,Female
961,2024-07-14,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,€ 52.00,€26.52,Credit Card,55-64,Clare,3562,Male
962,2024-07-14,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,4,€86.00,€43.86,Credit Card,25-34,Cork,13394,Prefer not to say
963,2024-07-14,Cobalt Corbed Sandals,Children → Boys Wear,1,€18.50,€9.44,Credit Card,25-34,Louth,13066,Male
964,2024-07-14,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Debit Card,18-24,Longford,7146,Male
965,2024-07-14,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,25-34,Dublin,2453,Male
966,2024-07-15,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Credit Card,35-44,Dublin,5725,Female
967,2024-07-15,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,Debit Card,18-24,Dublin,7259,Male
968,2024-07-15,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Credit Card,25-34,Meath,5316,Male
969,2024-07-15,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,25-34,Dublin,2947,Female
970,2024-07-16,Rose Gold Two Tier Drainer,Homeware → Design,2,€62.00,€24.80,Credit Card,35-44,Limerick,18169,Female
971,2024-07-16,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,25-34,Waterford,10706,Female
972,16 Jul 2024,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,45-54,Galway,4603,Female
973,2024-07-16,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€29.70,€13.53,Debit Card,25-34,Cork,1409,Male
974,2024-07-17,Light Grey Straight Fit Jeans,Men → Jeans,1,€26.10,€8.70,Debit Card,45-54,Clare,11872,Male
975,2024-07-17,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,PayPal,18-24,Dublin,5405,Female
976,2024-07-17,Fluro Shorts Two Pack,Children → Boys Wear,4,€70.00,€35.70,Credit Card,35-44,Limerick,1084,Male
977,2024-07-17,Mid Blue Straight Fit Jeans,Men → Jeans,2,€76.00,€30.40,Debit Card,45-54,Cork,1222,Female
978,2024-07-17,Woodel Wall Mirror,Homeware → Design,1,€66.00,€26.40,Credit Card,18-24,Mayo,8712,Female
979,2024-07-18,Grey Marl Panda Face Crew,Children → Boys Wear,1,€11.50,€5.87,Debit Card,35-44,Waterford,7644,Female
980,2024-07-18,Pink Linen Blend Parallel Trousers,Men → Trousers,1,€35.00,€17.15,Credit Card,35-44,Cork,3244,Female
981,2024-07-18,Metallic Cross Strap Block Heels,Women → Shoes,1,€58.50,€22.75,Debit Card,18-24,Dublin,11691,Female
982,18 Jul 2024,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,PayPal,25-34,Dublin,10944,Male
983,2024-07-18,Chevron Pattern Towering Heels,Men → Shoes,1,€57.00,€25.65,Debit Card,45-54,Dublin,3097,Female
984,2024-07-18,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,PayPal,35-44,Waterford,15959,Male
985,2024-07-18,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€ 52.50,€26.77,Credit Card,25-34,Laois,1322,Female
986,2024-07-19,Lyle & Scott Oxford Shirt,Men → Shirts,1,€ 63.00,€23.94,Debit Card,35-44,Dublin,6762,Female
987,2024-07-19,Multi Llama Vests Three Pack,Children → Girls Wear,-1,€17.50,€8.93,Credit Card,35-44,Louth,11966,Female
988,2024-07-19,Light Grey Straight Fit Jeans,Men → Jeans,1,€ 29.00,€11.60,Credit Card,35-44,Cork,9756,Male
989,2024-07-19,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,25-34,Kilkenny,2241,Male
990,2024-07-20,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,3,€58.05,€26.45,Credit Card,25-34,Kerry,5697,Female
991,2024-07-20,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Debit Card,35-44,Dublin,4835,Female
992,2024-07-20,Navy Linen Blend Dress,Women → Dresses,1,€30.00,€15.00,Credit Card,18-24,Wexford,10666,Male
993,2024-07-20,Red Wing Iron Ranger Boot,Men → Shoes,1,€87.00,€39.15,PayPal,25-34,Meath,4773,Prefer not to say
994,2024-07-20,Foraker Canvas Coat,Women → Tops,1,€41.40,€23.00,Credit Card,25-34,Dublin,7107,Male
995,2024-07-20,Gertrude Cardigan,Women → Tops,1,€21.60,€12.00,Credit Card,35-44,Dublin,15622,Male
996,2024-07-20,Navy Short Sleeve Linen Blend Shirt,Men → Shirts,1,€21.15,€6.58,Credit Card,25-34,Dublin,6239,Female
997,2024-07-21,White Colour Block T-Shirt,Children → Boys Wear,3,€67.50,€34.42,Credit Card,35-44,Kildare,10922,Female
998,2024-07-21,Double Wall Mug,Homeware → Design,1,€11.25,€3.75,Credit Card,18-24,Longford,12703,Male
999,2024-07-21,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Debit Card,18-24,Meath,17706,Male
1000,2024-07-21,Double Wall Mug,Homeware → Design,1,€ 12.50,€5.00,CC,25-34,Wicklow,15816,Female
1001,2024-07-21,Chevron Pattern Towering Heels,Men → Shoes,1,€ 57.00,€25.65,Debit Card,45-54,Louth,13553,Female
1002,2024-07-21,Black Single Cuff Shirt,Men → Shirts,3,€ 126.00,€47.88,Debit Card,45-54,Donegal,7687,Female
1003,2024-07-21,Long Sleeve Swing Shirt,Women → Tops,1,€31.50,€17.50,Credit Card,55-64,Dublin,17397,Prefer not to say
1004,2024-07-22,Grey Marl Panda Face Crew,Children → Boys Wear,1,€11.50,€5.87,Credit Card,55-64,Cork,4325,Female
1005,2024-07-22,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,25-34,Dublin,8403,Female
1006,2024-07-23,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Debit Card,25-34,Dublin,11550,Male
1007,23 Jul 2024,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Dublin,8131,Male
1008,2024-07-23,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Credit Card,35-44,Cork,2084,Male
1009,2024-07-23,Blue Floral Embroidered Mac,Children → Girls Wear,1,€ 35.00,€17.85,Debit Card,25-34,Laois,13522,Male
1010,2024-07-23,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€17.50,€8.93,Credit Card,25-34,Tipperary,9191,Male
1011,2024-07-24,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,1,€18.50,€9.44,Debit Card,25-34,Clare,3006,Female
1012,2024-07-24,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Debit Card,65+,Dublin,12103,Female
1013,2024-07-24,Cobalt Corbed Sandals,Children → Boys Wear,-1,€18.50,€9.44,PayPal,35-44,Cork,10262,Female
1014,24 Jul 2024,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,PayPal,18-24,Dublin,10906,Male
1015,2024-07-25,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,Debit Card,18-24,Kildare,6647,Female
1016,25 Jul 2024,Knitted Pom Pom Throw,Homeware → Bed Bath,1,€29.70,€8.25,Credit Card,35-44,Dublin,17662,Male
1017,2024-07-25,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€14.85,€6.76,Debit Card,25-34,Kerry,5586,Male
1018,2024-07-25,Tan Leather Woven Slingbacks,Men → Shoes,1,€43.00,€19.35,Debit Card,35-44,Dublin,18469,Male
1019,2024-07-25,Fluro Shorts Two Pack,Children → Boys Wear,1,€17.50,€8.93,Debit Card,25-34,Limerick,3810,Male
1020,2024-07-26,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,18-24,Dublin,6458,Female
1021,2024-07-26,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,35-44,Kildare,19278,Male
1022,2024-07-26,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,25-34,Carlow,1791,Female
1023,2024-07-27,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€17.50,€8.93,Credit Card,25-34,Dublin,5772,Female
1024,2024-07-27,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Credit Card,18-24,Cork,2166,Female
1025,2024-07-27,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€17.50,€8.93,Debit Card,35-44,Dublin,9891,Male
1026,2024-07-27,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,€ 43.00,€21.93,Debit Card,25-34,Galway,11706,Female
1027,27 Jul 2024,Navy Chino Trousers,Men → Trousers,1,€36.00,€17.64,Debit Card,55-64,Dublin,8681,Female
1028,2024-07-27,Mola Headlamp,Homeware → Design,1,€43.00,€17.20,CC,18-24,Clare,17097,Male
1029,2024-07-27,Camp Stool,Homeware → Design,2,€33.00,€13.20,Credit Card,35-44,Mayo,15384,Female
1030,2024-07-27,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,Debit Card,35-44,Sligo,4566,Male
1031,2024-07-28,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€33.00,€16.83,Debit Card,18-24,Kildare,7076,Female
1032,2024-07-28,Black Single Cuff Shirt,Men → Shirts,2,€84.00,€31.92,Debit Card,35-44,Tipperary,17766,Male
1033,2024-07-28,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,2,€82.80,€27.60,Debit Card,55-64,Dublin,17397,Prefer not to say
1034,2024-07-28,Rose Print Prom Dress,Children → Girls Wear,1,€33.30,€15.17,Credit Card,35-44,Meath,4098,Female
1035,29 Jul 2024,White Polo Two Pack,Children → Girls Wear,2,€15.00,€7.65,Debit Card,18-24,Dublin,8600,Male
1036,2024-07-29,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,Credit Card,25-34,Monaghan,4097,Male
1037,2024-07-29,White Short Sleeve Oxford Shirt,Men → Shirts,1,€ 53.00,€20.14,Credit Card,35-44,Dublin,8031,Female
1038,2024-07-30,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,35-44,Dublin,2253,Male
1039,2024-07-30,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€17.50,€8.93,Credit Card,35-44,Sligo,8184,Female
1040,2024-07-31,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Debit Card,25-34,Dublin,1116,Female
1041,2024-07-31,Woodel Wall Mirror,Homeware → Design,1,€66.00,€26.40,Credit Card,18-24,Clare,18237,Female
1042,2024-07-31,Floral Embroidered Kaftan,Children → Girls Wear,3,€96.00,€48.96,Credit Card,25-34,Monaghan,13816,Male
1043,2024-07-31,White Tie and Shirt Set,Men → Shirts,4,€140.00,€53.20,Debit Card,45-54,Kerry,16406,Female
1044,2024-08-01,White Colour Block T-Shirt,Children → Boys Wear,3,€67.50,€34.42,Credit Card,45-54,Kildare,10087,Male
1045,2024-08-01,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Credit Card,25-34,Louth,9419,Male
1046,2024-08-01,Navy Jersey Joggers,Men → Trousers,1,€24.00,€11.76,Debit Card,35-44,Kerry,18931,Male
1047,2024-08-01,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,25-34,Dublin,13794,Female
1048,2024-08-02,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Debit Card,65+,Carlow,8756,Male
1049,2024-08-02,Multi Short Sleeve Character T-shirt,Children → Boys Wear,2,€29.70,€13.53,CC,45-54,Tipperary,3868,Female
1050,2024-08-02,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Debit Card,35-44,Wicklow,3356,Female
1051,2024-08-03,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,35-44,Dublin,1856,Male
1052,2024-08-03,Black Skinny Zip Trousers,Men → Trousers,1,€46.00,€22.54,Debit Card,45-54,Dublin,6656,Female
1053,2024-08-03,Juliette Pullover,Women → Tops,2,€95.40,€53.00,Debit Card,35-44,Dublin,17297,Male
1054,2024-08-03,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,Credit Card,18-24,Cork,7156,Female
1055,04 Aug 2024,Black Cigarette Trousers,Men → Trousers,2,€48.00,€23.52,Debit Card,25-34,Dublin,4037,Male
1056,2024-08-04,Green Padded Jacket,Children → Boys Wear,-1,€21.60,€9.84,Debit Card,35-44,Tipperary,4806,Prefer not to say
1057,2024-08-04,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Debit Card,18-24,Wexford,11856,Male
1058,04 Aug 2024,Neutral Chino Trousers,Men → Trousers,1,€35.00,€17.15,Credit Card,35-44,Carlow,14644,Female
1059,2024-08-04,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Credit Card,25-34,Dublin,16053,Male
1060,04 Aug 2024,Soft Velour Eyelet Lined Curtains,Homeware → Design,3,€318.00,€127.20,Credit Card,25-34,Kildare,3294,Female
1061,2024-08-05,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,25-34,Wexford,5181,Male
1062,2024-08-05,White Colour Block T-Shirt,Children → Boys Wear,2,€45.00,€22.95,Credit Card,18-24,Dublin,8600,Male
1063,2024-08-05,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€ 16.50,€8.41,Debit Card,25-34,Galway,14694,Female
1064,2024-08-05,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,3,€55.50,€28.30,Debit Card,35-44,Cork,8453,Female
1065,2024-08-05,Two pack Stars Bed Set,Homeware → Bed Bath,1,€ 33.50,€11.72,Credit Card,55-64,Galway,18700,Female
1066,2024-08-05,Pink Linen Blend Parallel Trousers,Men → Trousers,3,€94.50,€40.95,Credit Card,35-44,Cork,13806,Female
1067,2024-08-06,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,2,€58.00,€22.04,Debit Card,18-24,Limerick,3806,Female
1068,2024-08-06,Rose Gold Two Tier Drainer,Homeware → Design,2,€62.00,€24.80,Credit Card,18-24,Limerick,5701,Prefer not to say
1069,06 Aug 2024,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€26.10,€8.70,CC,45-54,Cork,13603,Female
1070,2024-08-06,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,35-44,Mayo,18769,Female
1071,2024-08-06,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Debit Card,25-34,Dublin,6009,Female
1072,2024-08-06,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€41.40,€13.80,Debit Card,18-24,Dublin,4277,Female
1073,2024-08-06,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,25-34,Wicklow,14750,Female
1074,2024-08-07,Navy Tailored Trousers,Men → Trousers,2,€84.00,€41.16,Credit Card,55-64,Dublin,2591,Male
1075,2024-08-07,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€52.50,€26.77,Debit Card,35-44,Cork,14591,Male
1076,2024-08-07,White Short Sleeve Oxford Shirt,Men → Shirts,1,€53.00,€20.14,Debit Card,25-34,Louth,8316,Male
1077,2024-08-07,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,2,€33.30,€15.17,Debit Card,25-34,Meath,15206,Male
1078,2024-08-07,White Cropped Leggings,Men → Trousers,1,€35.00,€17.15,Debit Card,25-34,Dublin,14853,Female
1079,07 Aug 2024,Fluro Shorts Two Pack,Children → Boys Wear,1,€17.50,€8.93,Debit Card,55-64,Kilkenny,3128,Female
1080,2024-08-08,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,PayPal,35-44,Offaly,8822,Female
1081,2024-08-08,Navy Chino Trousers,Men → Trousers,2,€72.00,€35.28,Credit Card,35-44,Galway,17303,Male
1082,2024-08-08,Rose Print Prom Dress,Children → Girls Wear,2,€74.00,€37.74,Credit Card,25-34,Galway,5256,Male
1083,2024-08-08,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Debit Card,45-54,Dublin,7822,Female
1084,2024-08-08,Whitney Pullover,Women → Tops,3,€148.50,€82.50,Debit Card,35-44,Cork,9772,Female
1085,2024-08-09,Red Wing Iron Ranger Boot,Women → Shoes,1,€78.30,€30.45,Debit Card,18-24,Donegal,8219,Male
1086,2024-08-09,Mola Headlamp,Homeware → Design,2,€86.00,€34.40,Credit Card,35-44,Cork,3531,Female
1087,2024-08-09,Cobalt Corbed Sandals,Children → Boys Wear,1,€18.50,€9.44,Credit Card,45-54,Clare,8059,Female
1088,09 Aug 2024,Pink Linen Blend Parallel Trousers,Men → Trousers,-1,€35.00,€17.15,Credit Card,25-34,Louth,8569,Female
1089,2024-08-09,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,Credit Card,25-34,Monaghan,13009,Prefer not to say
1090,2024-08-09,White Tie and Shirt Set,Men → Shirts,2,€70.00,€26.60,Credit Card,25-34,Mayo,17450,Female
1091,2024-08-10,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Dublin,17041,Male
1092,2024-08-10,Cydney Plaid Shirt,Women → Tops,1,€51.30,€28.50,Debit Card,25-34,Louth,13950,Female
1093,11 Aug 2024,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€ 29.00,€11.02,Debit Card,35-44,Dublin,4426,Female
1094,2024-08-11,Lunar Cirque Blouse,Women → Tops,2,€ 43.20,€24.00,Debit Card,35-44,Mayo,3428,Male
1095,2024-08-11,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,25-34,Limerick,3281,Female
1096,2024-08-11,Woodel Wall Mirror,Homeware → Design,1,€66.00,€26.40,Credit Card,45-54,Dublin,8812,Female
1097,2024-08-11,White Cropped Leggings,Men → Trousers,-1,€35.00,€17.15,Debit Card,18-24,Mayo,13094,Female
1098,2024-08-11,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€26.10,€8.70,Credit Card,35-44,Dublin,5344,Male
1099,2024-08-12,Light Grey Straight Fit Jeans,Men → Jeans,2,€58.00,€23.20,Voucher,25-34,Limerick,9544,Female
1100,2024-08-12,Grey Marl Panda Face Crew,Children → Boys Wear,1,€11.50,€5.87,Credit Card,25-34,Westmeath,15300,Female
1101,12 Aug 2024,Fluro Shorts Two Pack,Children → Boys Wear,4,€63.00,€28.70,Credit Card,35-44,Mayo,12978,Female
1102,2024-08-12,1000 Thread Count Cotton Sateen Collection,Homeware → Bed Bath,2,€178.00,€62.30,Credit Card,18-24,Kerry,3910,Male
1103,13 Aug 2024,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,Debit Card,35-44,Galway,19547,Male
1104,2024-08-13,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,3,€64.50,€32.90,CC,35-44,Cork,3244,Female
1105,2024-08-13,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Voucher,55-64,Kerry,19403,Female
1106,2024-08-14,Black Single Cuff Shirt,Men → Shirts,2,€84.00,€31.92,Debit Card,35-44,Sligo,16841,Male
1107,2024-08-14,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Credit Card,18-24,Kilkenny,5398,Female
1108,2024-08-14,Black Single Cuff Shirt,Men → Shirts,2,€84.00,€31.92,Credit Card,35-44,Meath,13631,Female
1109,14 Aug 2024,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,35-44,Laois,1400,Female
1110,2024-08-14,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Credit Card,25-34,Dublin,4037,Male
1111,2024-08-15,Pennsylvania Notebooks,Homeware → Design,1,€10.35,€3.45,Credit Card,25-34,Clare,2544,Male
1112,2024-08-15,Fluro Shorts Two Pack,Children → Boys Wear,2,€31.50,€14.35,Debit Card,18-24,Dublin,2641,Male
1113,15 Aug 2024,Multi Llama Vests Three Pack,Children → Girls Wear,-1,€17.50,€8.93,Debit Card,55-64,Limerick,6470,Female
1114,2024-08-15,White Polo Two Pack,Children → Girls Wear,2,€ 15.00,€7.65,Credit Card,65+,Tipperary,3503,Male
1115,2024-08-15,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,45-54,Kerry,16406,Female
1116,2024-08-15,Set of 3 Animal Canvas Prints,Homeware → Design,1,€23.50,€9.40,Credit Card,25-34,Dublin,4484,Female
1117,2024-08-16,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Credit Card,25-34,Dublin,17897,Female
1118,2024-08-16,Multi Llama Vests Three Pack,Children → Girls Wear,1,€15.75,€7.17,Credit Card,25-34,Dublin,12816,Female
1119,2024-08-16,Leather Court Shoes,Women → Shoes,2,€66.60,€25.90,Credit Card,45-54,Tipperary,3868,Female
1120,2024-08-16,White Polo Two Pack,Children → Girls Wear,1,€7.50,€3.83,Debit Card,55-64,Dublin,15294,Female
1121,2024-08-16,Black Jersey Denim Leggings,Men → Trousers,1,€57.00,€27.93,Credit Card,25-34,Clare,6516,Male
